product_id,product_name,category,unit_price,seller_id
PROD0143,Vitamin C Face Serum 30ml - v2,Beauty and Personal Care,13171.72,SELL014
PROD0144,Argan Oil Hair Treatment 100ml - v2,Beauty and Personal Care,801.07,SELL076
PROD0145,Electric Face Cleanser Brush - v2,Beauty and Personal Care,22657.06,SELL066
PROD0146,Men's Grooming Kit 8 Piece - v2,Beauty and Personal Care,9207.08,SELL080
PROD0147,Natural Deodorant Roll-On 75ml - v2,Beauty and Personal Care,5055.12,SELL006
PROD0148,Teeth Whitening Kit LED Light - v2,Beauty and Personal Care,3628.18,SELL066
PROD0149,Facial Sunscreen SPF50 50ml - v2,Beauty and Personal Care,8124.11,SELL019
PROD0150,Keratin Hair Straightener Brush - v2,Beauty and Personal Care,12003.33,SELL038
PROD0269,Ballpoint Pens Blue Box of 50 - v2,Books and Stationery,2989.48,SELL032
PROD0006,JBL Bluetooth Speaker Portable,Electronics,308912.61,SELL021
PROD0007,Anker PowerBank 20000mAh USB-C,Electronics,290642.30,SELL005
PROD0008,TP-Link WiFi Router AC1200,Electronics,121518.49,SELL030
PROD0009,Canon PIXMA Inkjet Printer,Electronics,198883.60,SELL044
PROD0010,Sony WH-1000XM5 Headphones,Electronics,270434.00,SELL072
PROD0011,Apple AirPods Pro 2nd Gen,Electronics,314229.61,SELL066
PROD0012,Samsung 43 inch Smart TV,Electronics,248709.70,SELL057
PROD0013,Hisense 32 inch LED TV,Electronics,337113.25,SELL014
PROD0014,Xiaomi Mi Band 7 Smartwatch,Electronics,289145.53,SELL014
PROD0015,Garmin Forerunner 255 Watch,Electronics,222324.51,SELL047
PROD0016,Seagate 1TB External Hard Drive,Electronics,256280.50,SELL065
PROD0017,Kingston 256GB USB Flash Drive,Electronics,257730.40,SELL083
PROD0018,Logitech MX Master 3 Mouse,Electronics,120439.60,SELL026
PROD0254,Spiral Notebook Hardcover A5,Books and Stationery,9824.37,SELL081
PROD0255,Highlighter Set 6 Colours,Books and Stationery,7571.15,SELL051
PROD0256,Geometry Set Complete Maths,Books and Stationery,1625.49,SELL046
PROD0019,Mechanical Keyboard RGB Backlit,Electronics,339524.65,SELL001
PROD0020,Ring Doorbell Video Security Cam,Electronics,293010.61,SELL037
PROD0021,Samsung Galaxy A54 Smartphone 128GB - v2,Electronics,34405.68,SELL054
PROD0030,Sony WH-1000XM5 Headphones - v2,Electronics,253935.11,SELL045
PROD0031,Apple AirPods Pro 2nd Gen - v2,Electronics,290316.23,SELL079
PROD0032,Samsung 43 inch Smart TV - v2,Electronics,246601.80,SELL027
PROD0033,Hisense 32 inch LED TV - v2,Electronics,245627.48,SELL084
PROD0052,Women's Gele Head Tie Aso-Oke,Fashion,23501.69,SELL059
PROD0080,Women's Sunglasses UV400 - v2,Fashion,14845.55,SELL022
PROD0081,Non-Stick Cooking Pot Set 5PC,Home and Garden,110991.10,SELL004
PROD0082,Blender Juicer 1.5L 600W,Home and Garden,54346.36,SELL019
PROD0160,Beard Oil & Balm Combo Pack - v2,Beauty and Personal Care,12278.28,SELL043
PROD0083,Pressure Cooker 7 Litre Stainless,Home and Garden,160848.97,SELL016
PROD0084,Standing Fan 18 inch 5-Speed,Home and Garden,37258.14,SELL076
PROD0085,Wall Clock Modern Minimalist,Home and Garden,89243.32,SELL050
PROD0086,Bed Sheet Set Queen Size Cotton,Home and Garden,49202.47,SELL071
PROD0087,Curtain Blackout Window 2 Panels,Home and Garden,12717.02,SELL082
PROD0088,Kitchen Knife Set 7 Piece,Home and Garden,,SELL071
PROD0089,Ceramic Dinner Set 24 Piece,Home and Garden,45090.58,SELL017
PROD0053,Unisex Denim Jacket Blue,Fashion,43609.38,SELL068
PROD0151,Lip Gloss Set 12 Colours - v2,Beauty and Personal Care,24271.64,SELL085
PROD0152,Foundation Stick Matte Finish - v2,Beauty and Personal Care,1904.28,SELL072
PROD0240,Zobo Hibiscus Drink 1.5L - v2,Food and Beverages,10219.29,SELL060
PROD0241,Things Fall Apart Chinua Achebe,Books and Stationery,1174.07,SELL057
PROD0242,Purple Hibiscus Chimamanda Adichie,Books and Stationery,5755.30,SELL021
PROD0243,Half of a Yellow Sun Adichie,Books and Stationery,10094.25,SELL023
PROD0244,WAEC Past Questions Math 2023,Books and Stationery,1664.99,SELL022
PROD0246,Oxford Advanced Learner Dictionary,Books and Stationery,5399.76,SELL005
PROD0247,Accounting Principles Textbook,Books and Stationery,5416.29,SELL082
PROD0248,Biology for Senior Secondary,Books and Stationery,4809.30,SELL007
PROD0249,Ballpoint Pens Blue Box of 50,Books and Stationery,774.24,SELL026
PROD0250,Ruled Exercise Books Pack of 10,Books and Stationery,4620.81,SELL012
PROD0251,Stapler Heavy Duty 24/6,Books and Stationery,5175.86,SELL044
PROD0252,Scientific Calculator Casio FX-991,Books and Stationery,8223.52,SELL013
PROD0253,A4 Printing Paper 80gsm 500 Sheets,Books and Stationery,8743.34,SELL066
PROD0257,English Grammar in Use Murphy,Books and Stationery,2248.73,SELL041
PROD0258,Business Law Nigerian Edition,Books and Stationery,4792.40,SELL009
PROD0090,Wooden Bookshelf 5-Tier,Home and Garden,102715.97,SELL082
PROD0091,Garden Hose 30m Expandable,Home and Garden,141135.80,SELL070
PROD0092,Indoor Plant Pot Set Ceramic,Home and Garden,140982.24,SELL055
PROD0093,LED Desk Lamp USB Rechargeable,Home and Garden,8480.78,SELL080
PROD0094,Microwave Oven 20L Digital,Home and Garden,117897.53,SELL008
PROD0095,Electric Kettle 1.8L Stainless,Home and Garden,49921.23,SELL088
PROD0096,Iron Box Steam 2400W Dry,Home and Garden,179864.29,SELL028
PROD0043,Ladies' Bodycon Dress Floral,Fashion,16739.67,SELL074
PROD0180,Volleyball Beach Ball Set,Sports and Fitness,60582.65,SELL042
PROD0181,Yoga Mat Non-Slip 6mm Thick - v2,Sports and Fitness,63768.87,SELL064
PROD0182,Resistance Bands Set 5 Levels - v2,Sports and Fitness,33297.75,SELL075
PROD0183,Adjustable Dumbbell Set 20KG - v2,Sports and Fitness,26053.15,SELL058
PROD0184,Jump Rope Speed Adjustable - v2,Sports and Fitness,48414.15,SELL049
PROD0185,Nike Air Zoom Running Shoes - v2,Sports and Fitness,112356.62,SELL071
PROD0186,Football Size 5 Adidas - v2,Sports and Fitness,17418.14,SELL057
PROD0187,Basketball Indoor Outdoor Size 7 - v2,Sports and Fitness,28776.04,SELL066
PROD0188,Badminton Racket Set 2 Player - v2,Sports and Fitness,51993.13,SELL053
PROD0189,Swimming Goggles Anti-Fog - v2,Sports and Fitness,96833.78,SELL049
PROD0190,Cycling Helmet Adjustable - v2,Sports and Fitness,22778.54,SELL083
PROD0193,Exercise Bike Magnetic Resistance - v2,Sports and Fitness,9954.82,SELL026
PROD0194,Pull Up Bar Door Frame - v2,Sports and Fitness,24802.59,SELL039
PROD0195,Tennis Racket Beginner Aluminium - v2,Sports and Fitness,24091.13,SELL018
PROD0196,Sports Compression Shorts - v2,Sports and Fitness,2511.26,SELL045
PROD0197,Foam Roller Muscle Recovery - v2,Sports and Fitness,113579.08,SELL084
PROD0198,Treadmill Foldable Electric 1HP - v2,Sports and Fitness,57432.47,SELL020
PROD0204,Lipton Yellow Label Tea 100 Bags,Food and Beverages,5933.15,SELL017
PROD0205,Ribena Blackcurrant Drink 1L,Food and Beverages,,SELL085
PROD0206,Organic Honey Raw Unfiltered 500g,Food and Beverages,5427.42,SELL088
PROD0207,Groundnut Oil Refined 5 Litres,Food and Beverages,11561.20,SELL039
PROD0208,Tomato Paste Canned 400g x6,Food and Beverages,9010.85,SELL005
PROD0209,Bournvita Malted Drink 900g,Food and Beverages,2728.52,SELL043
PROD0210,Peak Whole Milk Powder 900g,Food and Beverages,14712.50,SELL051
PROD0211,Cashew Nuts Premium 500g Pack,Food and Beverages,8250.11,SELL014
PROD0212,Dates Medjool Premium 500g,Food and Beverages,8757.97,SELL039
PROD0216,Egusi Ground Melon Seeds 500g,Food and Beverages,3485.44,SELL068
PROD0022,Tecno Camon 20 Pro Phone - v2,Electronics,222156.94,SELL068
PROD0023,Infinix Hot 30 Play Smartphone - v2,Electronics,276589.43,SELL055
PROD0024,HP Pavilion 15 Laptop Intel i5 - v2,Electronics,321716.92,SELL067
PROD0107,Curtain Blackout Window 2 Panels - v2,Home and Garden,97418.23,SELL086
PROD0108,Kitchen Knife Set 7 Piece - v2,Home and Garden,121332.02,SELL049
PROD0109,Ceramic Dinner Set 24 Piece - v2,Home and Garden,70228.44,SELL090
PROD0110,Wooden Bookshelf 5-Tier - v2,Home and Garden,23332.73,SELL025
PROD0111,Garden Hose 30m Expandable - v2,Home and Garden,2676.03,SELL036
PROD0164,Jump Rope Speed Adjustable,Sports and Fitness,6702.72,SELL026
PROD0165,Nike Air Zoom Running Shoes,Sports and Fitness,22136.37,SELL023
PROD0166,Football Size 5 Adidas,Sports and Fitness,101932.80,SELL026
PROD0167,Basketball Indoor Outdoor Size 7,Sports and Fitness,22365.17,SELL013
PROD0168,Badminton Racket Set 2 Player,Sports and Fitness,100026.32,SELL084
PROD0169,Swimming Goggles Anti-Fog,Sports and Fitness,41598.42,SELL059
PROD0170,Cycling Helmet Adjustable,Sports and Fitness,45302.42,SELL022
PROD0171,Gym Gloves Weightlifting Pair,Sports and Fitness,105588.96,SELL019
PROD0172,Protein Shaker Bottle 700ml,Sports and Fitness,95695.43,SELL049
PROD0097,Washing Machine 7KG Front Load,Home and Garden,9141.77,SELL073
PROD0098,Refrigerator 200L Double Door,Home and Garden,54814.26,SELL016
PROD0099,Air Purifier HEPA Filter,Home and Garden,130788.21,SELL056
PROD0100,Doormat Anti-Slip Rubber,Home and Garden,110269.71,SELL041
PROD0101,Non-Stick Cooking Pot Set 5PC - v2,Home and Garden,114695.41,SELL058
PROD0153,Lash & Brow Growth Serum - v2,Beauty and Personal Care,10840.50,SELL026
PROD0154,Body Scrub Sugar Vanilla 300g - v2,Beauty and Personal Care,19738.96,SELL086
PROD0155,Perfume Eau de Toilette 100ml - v2,Beauty and Personal Care,17522.15,SELL077
PROD0156,Nail Polish Set 24 Colours - v2,Beauty and Personal Care,21374.21,SELL043
PROD0157,Rose Water Toner 200ml - v2,Beauty and Personal Care,10758.03,SELL059
PROD0158,Charcoal Peel Off Face Mask - v2,Beauty and Personal Care,12650.30,SELL082
PROD0159,Hair Relaxer Cream Mild 500g - v2,Beauty and Personal Care,17483.90,SELL028
PROD0161,Yoga Mat Non-Slip 6mm Thick,Sports and Fitness,25829.99,SELL001
PROD0174,Pull Up Bar Door Frame,Sports and Fitness,110640.11,SELL076
PROD0175,Tennis Racket Beginner Aluminium,Sports and Fitness,102750.60,SELL020
PROD0176,Sports Compression Shorts,Sports and Fitness,30789.84,SELL036
PROD0279,Sticky Notes Set 4 Colours 400PC - v2,Books and Stationery,962.48,SELL025
PROD0177,Foam Roller Muscle Recovery,Sports and Fitness,102403.06,SELL063
PROD0178,Treadmill Foldable Electric 1HP,Sports and Fitness,87684.88,SELL085
PROD0179,Boxing Gloves 12oz Leather,Sports and Fitness,21340.87,SELL083
PROD0217,Crayfish Dried Ground 200g,Food and Beverages,7092.62,SELL002
PROD0162,Resistance Bands Set 5 Levels,Sports and Fitness,2672.21,SELL072
PROD0163,Adjustable Dumbbell Set 20KG,Sports and Fitness,18374.63,SELL081
PROD0115,Electric Kettle 1.8L Stainless - v2,Home and Garden,2277.24,SELL082
PROD0116,Iron Box Steam 2400W Dry - v2,Home and Garden,20859.43,SELL065
PROD0199,Boxing Gloves 12oz Leather - v2,Sports and Fitness,28468.05,SELL027
PROD0200,Volleyball Beach Ball Set - v2,Sports and Fitness,29196.20,SELL071
PROD0201,Milo Chocolate Drink 900g Tin,Food and Beverages,10976.40,SELL011
PROD0203,Indomie Noodles Instant 40 Pack,Food and Beverages,3538.98,SELL072
PROD0036,Seagate 1TB External Hard Drive - v2,Electronics,78738.41,SELL040
PROD0037,Kingston 256GB USB Flash Drive - v2,Electronics,266180.98,SELL004
PROD0245,JAMB CBT Practice Questions,Books and Stationery,,SELL035
PROD0276,Geometry Set Complete Maths - v2,Books and Stationery,6563.88,SELL086
PROD0277,English Grammar in Use Murphy - v2,Books and Stationery,9657.13,SELL029
PROD0278,Business Law Nigerian Edition - v2,Books and Stationery,6353.37,SELL081
PROD0117,Washing Machine 7KG Front Load - v2,Home and Garden,31515.40,SELL073
PROD0118,Refrigerator 200L Double Door - v2,Home and Garden,12699.55,SELL009
PROD0028,TP-Link WiFi Router AC1200 - v2,Electronics,316366.34,SELL081
PROD0029,Canon PIXMA Inkjet Printer - v2,Electronics,149660.33,SELL090
PROD0041,Men's Ankara Print Kaftan XL,Fashion,14461.31,SELL059
PROD0119,Air Purifier HEPA Filter - v2,Home and Garden,47472.78,SELL030
PROD0120,Doormat Anti-Slip Rubber - v2,Home and Garden,35341.43,SELL089
PROD0121,Shea Butter Moisturiser 500ml,Beauty and Personal Care,17176.67,SELL001
PROD0122,African Black Soap Bar 200g,Beauty and Personal Care,16203.67,SELL007
PROD0123,Vitamin C Face Serum 30ml,Beauty and Personal Care,11097.43,SELL036
PROD0124,Argan Oil Hair Treatment 100ml,Beauty and Personal Care,17164.25,SELL047
PROD0125,Electric Face Cleanser Brush,Beauty and Personal Care,22153.16,SELL036
PROD0126,Men's Grooming Kit 8 Piece,Beauty and Personal Care,13544.05,SELL051
PROD0127,Natural Deodorant Roll-On 75ml,Beauty and Personal Care,8700.29,SELL004
PROD0128,Teeth Whitening Kit LED Light,Beauty and Personal Care,24463.34,SELL010
PROD0129,Facial Sunscreen SPF50 50ml,Beauty and Personal Care,5323.48,SELL009
PROD0130,Keratin Hair Straightener Brush,Beauty and Personal Care,1182.88,SELL004
PROD0131,Lip Gloss Set 12 Colours,Beauty and Personal Care,21092.44,SELL061
PROD0132,Foundation Stick Matte Finish,Beauty and Personal Care,23990.67,SELL043
PROD0133,Lash & Brow Growth Serum,Beauty and Personal Care,23616.92,SELL080
PROD0134,Body Scrub Sugar Vanilla 300g,Beauty and Personal Care,19220.41,SELL075
PROD0135,Perfume Eau de Toilette 100ml,Beauty and Personal Care,2595.60,SELL005
PROD0136,Nail Polish Set 24 Colours,Beauty and Personal Care,8175.35,SELL009
PROD0137,Rose Water Toner 200ml,Beauty and Personal Care,2019.05,SELL008
PROD0138,Charcoal Peel Off Face Mask,Beauty and Personal Care,15463.10,SELL014
PROD0139,Hair Relaxer Cream Mild 500g,Beauty and Personal Care,14201.82,SELL049
PROD0202,Golden Morn Maize Cereal 1KG,Food and Beverages,12764.12,SELL090
PROD0058,Men's Wristwatch Stainless Steel,Fashion,14691.81,SELL019
PROD0059,Unisex Baseball Cap Adjustable,Fashion,35594.97,SELL040
PROD0060,Women's Sunglasses UV400,Fashion,10877.79,SELL063
PROD0061,Men's Ankara Print Kaftan XL - v2,Fashion,6821.26,SELL006
PROD0062,Women's Lace Blouse Embroidered - v2,Fashion,22431.17,SELL058
PROD0063,Ladies' Bodycon Dress Floral - v2,Fashion,35488.70,SELL078
PROD0064,Men's Chinos Slim Fit Trouser - v2,Fashion,34644.88,SELL059
PROD0065,Women's High Waist Palazzo Pants - v2,Fashion,30524.10,SELL042
PROD0066,Unisex Sneakers Nike Air Max - v2,Fashion,36291.81,SELL053
PROD0067,Men's Leather Oxford Shoes - v2,Fashion,11627.77,SELL070
PROD0068,Women's Block Heel Sandals - v2,Fashion,43176.46,SELL036
PROD0069,Boys' School Uniform Set - v2,Fashion,39168.98,SELL074
PROD0070,Girls' Party Dress Tulle - v2,Fashion,25905.43,SELL072
PROD0071,Men's Agbada Senator Suit Set - v2,Fashion,9870.56,SELL074
PROD0072,Women's Gele Head Tie Aso-Oke - v2,Fashion,43142.24,SELL061
PROD0073,Unisex Denim Jacket Blue - v2,Fashion,6732.32,SELL024
PROD0074,Men's Polo Shirt Slim Fit - v2,Fashion,13460.87,SELL075
PROD0075,Women's Ankara Maxi Skirt - v2,Fashion,5182.19,SELL042
PROD0076,Kids' Rain Boots Waterproof - v2,Fashion,27116.85,SELL003
PROD0077,Women's Handbag Leather Tote - v2,Fashion,20510.26,SELL068
PROD0280,Atlas of Nigeria Schools Edition - v2,Books and Stationery,7685.53,SELL027
