customer_id,city,state,signup_date,account_status
CUST0199,Port Harcourt,Rivers,12/14/2023,Active
CUST0200,Kano,Kano,3/22/2023,Active
CUST0201,Abuja,FCT,4/1/2024,Active
CUST0202,Lagos,Lagos,12/28/2023,Active
CUST0203,Lagos,Lagos,6/9/2024,Active
CUST0204,Lagos,Lagos,2/5/2023,Active
CUST0205,Port Harcourt,Rivers,6/7/2023,Active
CUST0206,Abuja,FCT,11/18/2023,Active
CUST0207,Ibadan,Oyo,5/1/2023,Active
CUST0208,Port Harcourt,Rivers,7/24/2023,Active
CUST0209,Abuja,FCT,11/24/2023,Active
CUST0210,Abuja,FCT,10/15/2024,Active
CUST0211,Abuja,FCT,1/27/2023,Active
CUST0212,Abuja,FCT,2/12/2024,Active
CUST0213,Abuja,FCT,11/21/2023,Active
CUST0214,Abuja,FCT,10/17/2024,Active
CUST0215,Abuja,FCT,6/18/2023,Active
CUST0216,Lagos,Lagos,7/18/2024,Active
CUST0217,Lagos,Lagos,8/17/2024,Active
CUST0218,Kano,Kano,1/30/2023,Active
CUST0219,Kano,Kano,10/4/2024,Active
CUST0220,Abuja,FCT,6/11/2023,Active
CUST0221,Abuja,FCT,12/20/2023,Active
CUST0222,Port Harcourt,Rivers,10/1/2023,Active
CUST0223,Lagos,Lagos,6/13/2023,Active
CUST0224,Port Harcourt,Rivers,11/12/2023,Active
CUST0225,Ibadan,Oyo,2/19/2023,Inactive
CUST0226,Kano,Kano,3/17/2024,Active
CUST0227,Port Harcourt,Rivers,7/29/2024,Active
CUST0228,Lagos,Lagos,9/30/2024,Active
CUST0229,Lagos,Lagos,1/10/2024,Active
CUST0230,Kano,Kano,12/8/2023,Active
CUST0231,Lagos,Lagos,6/16/2023,Active
CUST0232,Port Harcourt,Rivers,5/16/2024,Active
CUST0233,Abuja,FCT,8/20/2024,Active
CUST0234,Kano,Kano,5/6/2024,Active
CUST0235,Lagos,Lagos,7/15/2023,Inactive
CUST0236,Abuja,FCT,4/27/2024,Active
CUST0237,Port Harcourt,Rivers,6/22/2024,Active
CUST0238,Abuja,FCT,11/28/2024,Active
CUST0239,Kano,Kano,11/1/2023,Active
CUST0240,Kano,Kano,10/8/2023,Active
CUST0241,Ibadan,Oyo,2/13/2023,Active
CUST0242,Lagos,Lagos,7/5/2024,Active
CUST0243,Kano,Kano,2/21/2023,Active
CUST0244,Kano,Kano,11/28/2024,Active
CUST0245,Ibadan,Oyo,5/2/2024,Active
CUST0246,Port Harcourt,Rivers,4/2/2023,Active
CUST0247,Abuja,FCT,6/30/2023,Active
CUST0248,Ibadan,Oyo,10/24/2023,Active
CUST0249,Lagos,Lagos,10/18/2024,Active
CUST0250,Ibadan,Oyo,12/5/2023,Active
CUST0251,Kano,Kano,8/4/2024,Active
CUST0252,Lagos,Lagos,2/15/2024,Active
CUST0253,Ibadan,Oyo,8/30/2023,Active
CUST0254,Ibadan,Oyo,1/4/2024,Active
CUST0255,Kano,Kano,11/15/2023,Active
CUST0256,Abuja,FCT,9/12/2024,Active
CUST0257,Port Harcourt,Rivers,3/25/2023,Active
CUST0258,Port Harcourt,Rivers,6/1/2024,Active
CUST0259,Lagos,Lagos,8/20/2024,Active
CUST0260,Abuja,FCT,3/1/2023,Active
CUST0261,Port Harcourt,Rivers,3/16/2023,Inactive
CUST0262,Port Harcourt,Rivers,4/28/2024,Inactive
CUST0263,Lagos,Lagos,1/22/2024,Active
CUST0264,Ibadan,Oyo,7/2/2023,Active
CUST0266,Abuja,FCT,7/13/2023,Active
CUST0267,Lagos,Lagos,1/17/2023,Active
CUST0268,Lagos,Lagos,9/8/2023,Active
CUST0269,Abuja,FCT,5/30/2024,Active
CUST0270,Port Harcourt,Rivers,11/25/2023,Active
CUST0271,Ibadan,Oyo,8/28/2024,Active
CUST0272,Kano,Kano,10/20/2024,Active
CUST0273,Kano,Kano,4/29/2024,Active
CUST0274,Lagos,Lagos,2/27/2024,Active
CUST0275,Abuja,FCT,4/5/2024,Active
CUST0276,Abuja,FCT,9/9/2024,Inactive
CUST0277,Lagos,Lagos,8/2/2023,Active
CUST0278,Lagos,Lagos,5/1/2023,Active
CUST0279,Ibadan,Oyo,7/19/2024,Active
CUST0280,Abuja,FCT,5/24/2024,Active
CUST0281,Port Harcourt,Rivers,8/15/2023,Active
CUST0282,Lagos,Lagos,7/20/2023,Active
CUST0283,Kano,Kano,9/21/2023,Active
CUST0284,Ibadan,Oyo,6/23/2023,Active
CUST0285,Lagos,Lagos,3/18/2023,Active
CUST0286,Lagos,Lagos,6/4/2023,Inactive
CUST0287,Abuja,FCT,5/9/2024,Active
CUST0288,Lagos,Lagos,7/2/2024,Active
CUST0289,Abuja,FCT,4/9/2023,Active
CUST0290,Lagos,Lagos,3/22/2023,Active
CUST0291,Abuja,FCT,10/31/2024,Active
CUST0292,Lagos,Lagos,6/25/2023,Active
CUST0293,Kano,Kano,2/13/2023,Active
CUST0294,Lagos,Lagos,7/31/2024,Active
CUST0295,Ibadan,Oyo,2/12/2024,Active
CUST0265,Abuja,FCT,11/2/2023,Active
CUST0296,Lagos,Lagos,7/7/2024,Active
CUST0297,Lagos,Lagos,4/11/2023,Active
CUST0298,Lagos,Lagos,12/1/2023,Inactive
CUST0299,Port Harcourt,Rivers,3/18/2024,Active
CUST0300,Kano,Kano,3/26/2023,Active
CUST0301,Port Harcourt,Rivers,4/4/2023,Inactive
CUST0302,Abuja,FCT,4/4/2024,Active
CUST0303,Lagos,Lagos,11/29/2023,Active
CUST0304,Lagos,Lagos,9/6/2023,Active
CUST0305,Kano,Kano,3/6/2023,Active
CUST0306,Abuja,FCT,10/2/2024,Active
CUST0307,Abuja,FCT,9/27/2024,Active
CUST0308,Abuja,FCT,7/25/2023,Active
CUST0309,Ibadan,Oyo,8/12/2024,Active
CUST0310,Abuja,FCT,8/29/2024,Active
CUST0311,Kano,Kano,8/3/2023,Active
CUST0312,Port Harcourt,Rivers,9/5/2023,Active
CUST0313,Port Harcourt,Rivers,8/19/2024,Active
CUST0314,Ibadan,Oyo,7/3/2024,Active
CUST0315,Lagos,Lagos,10/22/2024,Active
CUST0316,Ibadan,Oyo,6/6/2024,Active
CUST0317,Abuja,FCT,6/4/2023,Active
CUST0318,Abuja,FCT,5/26/2023,Active
CUST0319,Abuja,FCT,4/8/2024,Active
CUST0320,Lagos,Lagos,11/24/2024,Active
CUST0321,Lagos,Lagos,4/18/2024,Active
CUST0322,Kano,Kano,7/22/2023,Active
CUST0323,Abuja,FCT,3/6/2023,Active
CUST0324,Abuja,FCT,6/24/2024,Active
CUST0325,Kano,Kano,4/13/2024,Active
CUST0326,Ibadan,Oyo,11/9/2023,Active
CUST0327,Kano,Kano,3/9/2024,Active
CUST0328,Kano,Kano,9/26/2024,Inactive
CUST0329,Ibadan,Oyo,6/1/2024,Active
CUST0330,Kano,Kano,8/14/2023,Active
CUST0331,Lagos,Lagos,5/22/2024,Active
CUST0332,Kano,Kano,2/12/2023,Active
CUST0333,Abuja,FCT,11/1/2023,Active
CUST0334,Abuja,FCT,8/31/2023,Active
CUST0335,Ibadan,Oyo,7/31/2023,Active
CUST0336,Abuja,FCT,10/24/2023,Active
CUST0337,Lagos,Lagos,11/2/2024,Active
CUST0338,Lagos,Lagos,2/7/2024,Active
CUST0339,Kano,Kano,4/6/2023,Active
CUST0340,Kano,Kano,1/3/2023,Active
CUST0341,Port Harcourt,Rivers,8/12/2023,Active
CUST0342,Abuja,FCT,5/11/2024,Active
CUST0343,Lagos,Lagos,3/27/2024,Active
CUST0344,Lagos,Lagos,10/8/2023,Active
CUST0345,Lagos,Lagos,8/28/2023,Active
CUST0346,Port Harcourt,Rivers,6/15/2024,Active
CUST0347,Lagos,Lagos,3/14/2023,Active
CUST0348,Port Harcourt,Rivers,1/27/2024,Active
CUST0350,Port Harcourt,Rivers,8/11/2023,Active
CUST0351,Lagos,Lagos,11/19/2023,Active
CUST0352,Lagos,Lagos,10/19/2023,Active
CUST0353,Lagos,Lagos,2/6/2024,Active
CUST0354,Port Harcourt,Rivers,10/15/2024,Active
CUST0355,Ibadan,Oyo,8/5/2024,Active
CUST0356,Port Harcourt,Rivers,8/9/2023,Inactive
CUST0357,Ibadan,Oyo,3/1/2024,Active
CUST0358,Lagos,Lagos,3/22/2023,Active
CUST0359,Ibadan,Oyo,10/27/2024,Active
CUST0360,Lagos,Lagos,4/29/2023,Active
CUST0361,Lagos,Lagos,1/12/2023,Active
CUST0362,Abuja,FCT,10/3/2023,Active
CUST0363,Port Harcourt,Rivers,9/27/2023,Active
CUST0364,Kano,Kano,8/3/2024,Active
CUST0365,Lagos,Lagos,6/5/2024,Inactive
CUST0366,Lagos,Lagos,2/6/2023,Active
CUST0367,Port Harcourt,Rivers,11/24/2023,Active
CUST0368,Kano,Kano,6/12/2024,Active
CUST0369,Lagos,Lagos,7/20/2024,Active
CUST0370,Lagos,Lagos,8/28/2024,Active
CUST0371,Port Harcourt,Rivers,8/27/2023,Active
CUST0372,Ibadan,Oyo,7/30/2023,Active
CUST0373,Abuja,FCT,8/26/2023,Active
CUST0349,Kano,Kano,10/27/2024,Active
CUST0374,Port Harcourt,Rivers,6/1/2024,Active
CUST0375,Lagos,Lagos,10/26/2023,Active
CUST0376,Ibadan,Oyo,7/27/2023,Active
CUST0377,Lagos,Lagos,1/2/2024,Active
CUST0378,Abuja,FCT,11/8/2023,Active
CUST0379,Lagos,Lagos,12/31/2023,Active
CUST0380,Kano,Kano,7/23/2024,Active
CUST0381,Lagos,Lagos,8/16/2023,Active
CUST0382,Abuja,FCT,3/18/2023,Inactive
CUST0383,Lagos,Lagos,12/6/2023,Active
CUST0384,Lagos,Lagos,1/31/2023,Active
CUST0385,Lagos,Lagos,2/5/2023,Active
CUST0386,Lagos,Lagos,3/31/2023,Active
CUST0387,Abuja,FCT,1/20/2023,Active
CUST0388,Abuja,FCT,2/2/2024,Active
CUST0389,Lagos,Lagos,4/28/2024,Active
CUST0390,Ibadan,Oyo,2/27/2023,Active
CUST0391,Kano,Kano,6/27/2023,Active
CUST0392,Port Harcourt,Rivers,12/27/2023,Active
CUST0393,Lagos,Lagos,4/3/2023,Inactive
CUST0394,Lagos,Lagos,5/14/2023,Active
CUST0395,Ibadan,Oyo,5/26/2023,Active
CUST0396,Ibadan,Oyo,5/20/2023,Active
CUST0397,Port Harcourt,Rivers,9/20/2024,Active
CUST0398,Kano,Kano,5/11/2023,Active
CUST0399,Ibadan,Oyo,2/3/2023,Active
CUST0400,Ibadan,Oyo,5/25/2023,Active
CUST0401,Lagos,Lagos,11/17/2024,Active
CUST0402,Abuja,FCT,4/21/2023,Active
CUST0403,Abuja,FCT,1/23/2024,Active
CUST0404,Lagos,Lagos,4/7/2024,Inactive
CUST0405,Lagos,Lagos,1/20/2024,Active
CUST0406,Abuja,FCT,5/9/2024,Active
CUST0407,Ibadan,Oyo,12/6/2023,Active
CUST0408,Abuja,FCT,4/9/2023,Inactive
CUST0409,Lagos,Lagos,10/2/2024,Active
CUST0410,Lagos,Lagos,4/29/2023,Active
CUST0411,Abuja,FCT,1/15/2024,Active
CUST0412,Lagos,Lagos,10/3/2023,Active
CUST0413,Port Harcourt,Rivers,2/28/2024,Active
CUST0414,Lagos,Lagos,5/1/2024,Active
CUST0415,Abuja,FCT,8/7/2024,Active
CUST0416,Lagos,Lagos,8/5/2023,Active
CUST0417,Lagos,Lagos,9/1/2024,Active
CUST0418,Ibadan,Oyo,10/10/2023,Active
CUST0419,Port Harcourt,Rivers,6/3/2023,Active
CUST0420,Kano,Kano,7/2/2024,Active
CUST0421,Lagos,Lagos,10/10/2023,Active
CUST0422,Kano,Kano,9/1/2023,Inactive
CUST0423,Ibadan,Oyo,11/15/2023,Active
CUST0424,Ibadan,Oyo,3/29/2024,Active
CUST0425,Lagos,Lagos,2/21/2024,Active
CUST0426,Ibadan,Oyo,6/2/2024,Active
CUST0427,Lagos,Lagos,2/21/2023,Active
CUST0428,Lagos,Lagos,11/28/2024,Inactive
CUST0429,Abuja,FCT,12/25/2023,Active
CUST0430,Port Harcourt,Rivers,8/8/2024,Active
CUST0431,Ibadan,Oyo,6/9/2024,Inactive
CUST0432,Abuja,FCT,9/14/2024,Active
CUST0433,Port Harcourt,Rivers,4/15/2024,Active
CUST0435,Kano,Kano,3/7/2023,Active
CUST0436,Kano,Kano,10/29/2024,Active
CUST0437,Abuja,FCT,2/18/2024,Active
CUST0438,Port Harcourt,Rivers,2/2/2024,Active
CUST0439,Port Harcourt,Rivers,7/1/2024,Active
CUST0440,Ibadan,Oyo,11/4/2024,Active
CUST0441,Lagos,Lagos,7/7/2023,Active
CUST0442,Kano,Kano,12/6/2023,Active
CUST0443,Abuja,FCT,9/27/2024,Inactive
CUST0444,Abuja,FCT,6/4/2023,Active
CUST0445,Lagos,Lagos,3/24/2023,Active
CUST0446,Ibadan,Oyo,6/22/2023,Active
CUST0447,Abuja,FCT,2/18/2024,Active
CUST0448,Abuja,FCT,11/26/2023,Active
CUST0449,Lagos,Lagos,5/13/2023,Active
CUST0450,Kano,Kano,4/11/2024,Active
CUST0451,Abuja,FCT,7/12/2023,Active
CUST0434,Lagos,Lagos,11/9/2024,Active
CUST0452,Lagos,Lagos,6/23/2023,Active
CUST0453,Kano,Kano,9/30/2024,Inactive
CUST0454,Kano,Kano,1/25/2024,Active
CUST0456,Kano,Kano,9/24/2024,Active
CUST0457,Port Harcourt,Rivers,6/19/2024,Active
CUST0458,Port Harcourt,Rivers,5/7/2024,Active
CUST0459,Lagos,Lagos,4/3/2023,Active
CUST0460,Port Harcourt,Rivers,10/31/2023,Active
CUST0461,Lagos,Lagos,11/17/2023,Active
CUST0462,Lagos,Lagos,6/24/2023,Active
CUST0463,Ibadan,Oyo,2/15/2024,Active
CUST0464,Lagos,Lagos,6/20/2023,Active
CUST0465,Port Harcourt,Rivers,8/5/2024,Active
CUST0466,Kano,Kano,5/14/2023,Active
CUST0467,Lagos,Lagos,1/13/2023,Active
CUST0468,Abuja,FCT,11/16/2024,Active
CUST0469,Abuja,FCT,1/30/2024,Active
CUST0628,Abuja,FCT,4/1/2024,Active
CUST0470,Lagos,Lagos,6/19/2023,Inactive
CUST0471,Lagos,Lagos,1/23/2024,Active
CUST0472,Lagos,Lagos,11/20/2023,Active
CUST0473,Port Harcourt,Rivers,1/1/2023,Active
CUST0474,Ibadan,Oyo,11/18/2024,Active
CUST0475,Abuja,FCT,9/26/2024,Active
CUST0477,Abuja,FCT,2/24/2024,Active
CUST0478,Lagos,Lagos,12/13/2023,Active
CUST0479,Lagos,Lagos,11/5/2024,Active
CUST0480,Lagos,Lagos,3/19/2024,Active
CUST0481,Ibadan,Oyo,5/12/2023,Active
CUST0482,Abuja,FCT,10/8/2023,Active
CUST0483,Ibadan,Oyo,6/8/2024,Active
CUST0484,Port Harcourt,Rivers,10/25/2023,Active
CUST0485,Ibadan,Oyo,4/29/2023,Active
CUST0486,Kano,Kano,10/20/2023,Active
CUST0487,Port Harcourt,Rivers,2/27/2023,Active
CUST0488,Ibadan,Oyo,10/30/2023,Active
CUST0489,Abuja,FCT,8/18/2023,Active
CUST0490,Lagos,Lagos,2/1/2024,Active
CUST0491,Lagos,Lagos,3/29/2024,Active
CUST0492,Port Harcourt,Rivers,7/21/2023,Active
CUST0493,Lagos,Lagos,5/3/2023,Active
CUST0494,Lagos,Lagos,12/5/2023,Active
CUST0495,Lagos,Lagos,9/22/2024,Active
CUST0496,Abuja,FCT,6/22/2024,Active
CUST0497,Abuja,FCT,4/5/2023,Active
CUST0498,Kano,Kano,6/27/2024,Active
CUST0499,Lagos,Lagos,9/28/2024,Active
CUST0500,Kano,Kano,9/20/2023,Active
CUST0501,Lagos,Lagos,2/14/2023,Active
CUST0502,Lagos,Lagos,7/4/2024,Active
CUST0503,Lagos,Lagos,7/30/2023,Active
CUST0504,Ibadan,Oyo,6/7/2023,Inactive
CUST0505,Lagos,Lagos,8/11/2024,Active
CUST0506,Abuja,FCT,5/2/2023,Active
CUST0507,Port Harcourt,Rivers,5/29/2024,Active
CUST0508,Kano,Kano,4/30/2024,Active
CUST0509,Lagos,Lagos,11/24/2024,Active
CUST0510,Kano,Kano,1/6/2023,Active
CUST0511,Abuja,FCT,12/19/2023,Active
CUST0512,Lagos,Lagos,11/18/2024,Active
CUST0513,Ibadan,Oyo,11/18/2024,Inactive
CUST0514,Lagos,Lagos,11/2/2024,Active
CUST0515,Kano,Kano,11/6/2024,Active
CUST0516,Kano,Kano,9/10/2023,Active
CUST0517,Lagos,Lagos,4/18/2024,Active
CUST0518,Abuja,FCT,5/24/2023,Active
CUST0519,Lagos,Lagos,6/3/2024,Active
CUST0520,Kano,Kano,7/10/2024,Active
CUST0521,Kano,Kano,10/25/2023,Active
CUST0522,Abuja,FCT,9/20/2024,Active
CUST0523,Abuja,FCT,5/30/2023,Active
CUST0524,Ibadan,Oyo,1/14/2024,Active
CUST0525,Abuja,FCT,2/17/2023,Inactive
CUST0526,Lagos,Lagos,8/6/2024,Active
CUST0527,Abuja,FCT,8/17/2023,Active
CUST0528,Port Harcourt,Rivers,5/28/2024,Active
CUST0529,Lagos,Lagos,6/11/2023,Active
CUST0530,Port Harcourt,Rivers,5/8/2024,Active
CUST0531,Lagos,Lagos,8/29/2024,Active
CUST0532,Abuja,FCT,7/4/2023,Active
CUST0533,Kano,Kano,10/18/2023,Active
CUST0534,Abuja,FCT,5/27/2023,Active
CUST0535,Kano,Kano,4/9/2024,Active
CUST0536,Lagos,Lagos,5/31/2024,Active
CUST0537,Kano,Kano,6/28/2024,Active
CUST0538,Lagos,Lagos,11/25/2024,Active
CUST0539,Abuja,FCT,5/8/2024,Active
CUST0540,Abuja,FCT,8/27/2023,Active
CUST0541,Lagos,Lagos,1/8/2023,Active
CUST0542,Abuja,FCT,4/20/2023,Active
CUST0543,Lagos,Lagos,11/27/2024,Active
CUST0544,Abuja,FCT,5/10/2024,Active
CUST0545,Kano,Kano,5/2/2023,Active
CUST0546,Port Harcourt,Rivers,7/17/2024,Active
CUST0547,Lagos,Lagos,9/6/2024,Active
CUST0548,Lagos,Lagos,2/15/2024,Active
CUST0549,Lagos,Lagos,5/21/2024,Active
CUST0550,Ibadan,Oyo,6/6/2024,Active
CUST0552,Port Harcourt,Rivers,3/12/2023,Active
CUST0553,Lagos,Lagos,10/11/2023,Active
CUST0554,Abuja,FCT,4/20/2023,Active
CUST0555,Lagos,Lagos,8/11/2024,Active
CUST0556,Ibadan,Oyo,4/14/2024,Active
CUST0557,Abuja,FCT,11/24/2024,Active
CUST0558,Abuja,FCT,9/12/2023,Active
CUST0559,Kano,Kano,11/18/2023,Active
CUST0560,Lagos,Lagos,9/5/2023,Active
CUST0561,Lagos,Lagos,4/20/2023,Active
CUST0562,Kano,Kano,2/13/2023,Active
CUST0563,Kano,Kano,6/7/2024,Active
CUST0564,Port Harcourt,Rivers,7/7/2024,Inactive
CUST0565,Abuja,FCT,4/16/2024,Active
CUST0566,Lagos,Lagos,9/23/2023,Active
CUST0567,Lagos,Lagos,8/4/2023,Active
CUST0568,Abuja,FCT,8/12/2024,Active
CUST0569,Port Harcourt,Rivers,5/30/2023,Active
CUST0570,Abuja,FCT,10/7/2024,Active
CUST0571,Port Harcourt,Rivers,4/12/2023,Active
CUST0572,Lagos,Lagos,12/9/2023,Active
CUST0573,Kano,Kano,11/26/2024,Active
CUST0574,Kano,Kano,11/29/2023,Active
CUST0575,Port Harcourt,Rivers,5/29/2023,Active
CUST0576,Abuja,FCT,6/15/2023,Active
CUST0577,Lagos,Lagos,3/31/2024,Active
CUST0578,Port Harcourt,Rivers,5/9/2023,Active
CUST0579,Ibadan,Oyo,3/7/2023,Active
CUST0580,Abuja,FCT,9/26/2023,Active
CUST0581,Kano,Kano,3/29/2024,Active
CUST0582,Abuja,FCT,11/30/2023,Active
CUST0583,Ibadan,Oyo,7/6/2024,Active
CUST0584,Kano,Kano,11/14/2023,Active
CUST0585,Abuja,FCT,6/9/2023,Active
CUST0586,Abuja,FCT,5/18/2024,Active
CUST0587,Lagos,Lagos,1/8/2023,Active
CUST0588,Abuja,FCT,10/23/2024,Active
CUST0589,Lagos,Lagos,9/19/2024,Active
CUST0590,Lagos,Lagos,3/12/2023,Active
CUST0591,Lagos,Lagos,7/12/2023,Active
CUST0592,Lagos,Lagos,5/9/2023,Active
CUST0593,Lagos,Lagos,11/16/2023,Active
CUST0594,Ibadan,Oyo,5/30/2023,Inactive
