order_id,customer_id,seller_id,order_date,delivery_date,order_status,total_amount
ORD00104,CUST0037,SELL019,2024-08-30,2024-09-06,Delivered,47715.49
ORD00105,CUST0039,SELL039,2024-12-21,,Returned,57689.70
ORD00106,CUST0039,SELL023,2024-10-19,,Cancelled,1249806.36
ORD00107,CUST0040,SELL055,2024-10-28,2024-11-02,Delivered,163173.87
ORD00108,CUST0040,SELL010,2024-12-26,,Cancelled,
ORD00109,CUST0040,SELL014,2024-08-10,2024-08-13,Delivered,95695.43
ORD00110,CUST0040,SELL040,2023-09-20,2023-09-22,Delivered,
ORD00111,CUST0040,SELL062,2023-07-18,,Cancelled,
ORD00112,CUST0040,SELL051,2024-06-02,,Processing,29969.43
ORD00113,CUST0040,SELL065,2024-07-24,,Shipped,20510.26
ORD00114,CUST0040,SELL088,2023-07-11,2023-07-15,Delivered,116631.80
ORD00115,CUST0041,SELL044,2024-10-26,,Returned,461449.71
ORD00116,CUST0041,SELL088,2023-03-23,,Shipped,487091.15
ORD00117,CUST0041,SELL064,2024-09-13,,Returned,243036.98
ORD00118,CUST0041,SELL041,2023-05-11,2023-05-21,Delivered,3808.56
ORD00119,CUST0041,SELL059,2024-02-07,2024-02-12,Delivered,30282.75
ORD00120,CUST0041,SELL073,2023-07-04,,Shipped,135324.64
ORD00121,CUST0041,SELL080,2023-06-23,2023-07-04,Delivered,361871.41
ORD00122,CUST0043,SELL010,2023-07-08,,Cancelled,7201.43
ORD00123,CUST0044,SELL014,2024-03-23,2024-03-29,Delivered,286796.28
ORD00124,CUST0044,SELL005,2024-09-27,2024-10-01,Delivered,17894.71
ORD00125,CUST0044,SELL047,2024-08-09,2024-08-16,Delivered,1308986.59
ORD00126,CUST0044,SELL052,2024-03-10,2024-03-13,Delivered,17879.04
ORD00127,CUST0045,SELL055,2023-10-09,,Shipped,21681.00
ORD00128,CUST0046,SELL090,2024-12-13,,Processing,1690544.05
ORD00129,CUST0046,SELL042,2024-10-18,,Cancelled,522823.22
ORD00130,CUST0046,SELL053,2024-06-06,2024-06-12,Delivered,409790.96
ORD00131,CUST0046,SELL013,2024-11-15,2024-11-20,Delivered,36567.08
ORD00132,CUST0047,SELL087,2024-03-22,2024-03-28,Delivered,387334.01
ORD00133,CUST0047,SELL090,2024-11-18,,Processing,52128.03
ORD00134,CUST0048,SELL059,2024-09-27,,Shipped,854711.56
ORD00135,CUST0048,SELL082,2024-12-10,,Returned,33329.69
ORD00136,CUST0048,SELL014,2024-12-05,2024-12-09,Delivered,121358.37
ORD00137,CUST0048,SELL028,2024-10-20,,Processing,53108.20
ORD00138,CUST0049,SELL060,2024-07-18,2024-07-25,Delivered,90240.52
ORD00139,CUST0049,SELL054,2024-12-02,2024-12-09,Delivered,61679.19
ORD00140,CUST0050,SELL043,2024-11-18,,Cancelled,26243.02
ORD00141,CUST0050,SELL007,2024-09-15,,Returned,255306.98
ORD00142,CUST0050,SELL017,2023-12-25,,Returned,93322.82
ORD00143,CUST0051,SELL076,2024-01-30,,Returned,962.48
ORD00144,CUST0052,SELL029,2024-08-05,2024-08-18,Delivered,20387.66
ORD00145,CUST0052,SELL085,2024-08-26,,Processing,33479.34
ORD00146,CUST0052,SELL016,2023-11-18,2023-11-30,Delivered,67971.18
ORD00147,CUST0053,SELL027,2024-06-28,,Shipped,8223.52
ORD00148,CUST0053,SELL049,2023-09-10,2023-09-14,Delivered,424510.83
ORD00149,CUST0054,SELL077,2024-02-23,2024-02-28,Delivered,165983.83
ORD00150,CUST0055,SELL015,2023-08-20,2023-08-23,Delivered,923063.39
ORD00151,CUST0055,SELL084,2024-03-07,,Returned,39297.48
ORD00152,CUST0058,SELL014,2024-11-23,2024-11-27,Delivered,381529.84
ORD00153,CUST0058,SELL041,2024-09-22,,Returned,283536.01
ORD00154,CUST0058,SELL066,2023-12-24,2023-12-25,Delivered,44137.50
ORD00155,CUST0058,SELL015,2024-08-19,2024-08-20,Delivered,407731.20
ORD00156,CUST0058,SELL048,2023-12-29,2024-01-01,Delivered,28748.14
ORD00157,CUST0058,SELL042,2024-03-10,2024-03-17,Delivered,1837779.82
ORD00158,CUST0059,SELL083,2023-08-28,,Cancelled,60106.93
ORD00159,CUST0059,SELL054,2024-11-04,2024-11-11,Delivered,8939.52
ORD00160,CUST0059,SELL037,2024-02-10,,Cancelled,198153.24
ORD00161,CUST0059,SELL068,2024-07-29,2024-08-09,Delivered,198883.60
ORD00162,CUST0059,SELL036,2024-08-11,,Returned,350739.52
ORD00163,CUST0060,SELL059,2024-06-30,2024-07-06,Delivered,
ORD00164,CUST0060,SELL089,2024-07-14,,Shipped,
ORD00165,CUST0061,SELL010,2024-07-19,2024-07-22,Delivered,72273.39
ORD00166,CUST0061,SELL041,2024-12-04,2024-12-06,Delivered,241237.25
ORD00167,CUST0061,SELL062,2024-09-28,,Processing,24526.05
ORD00168,CUST0061,SELL027,2024-09-08,,Returned,229974.35
ORD00169,CUST0061,SELL027,2024-08-25,2024-08-28,Delivered,74101.71
ORD00170,CUST0061,SELL050,2024-08-10,2024-08-13,Delivered,
ORD00171,CUST0061,SELL031,2024-08-04,,Returned,14077.14
ORD00172,CUST0062,SELL011,2024-04-19,2024-04-24,Delivered,140456.88
ORD00173,CUST0062,SELL048,2024-05-24,2024-05-27,Delivered,10045.04
ORD00174,CUST0062,SELL068,2024-03-05,,Cancelled,3210.59
ORD00175,CUST0062,SELL074,2024-03-27,2024-03-28,Delivered,1362565.60
ORD00176,CUST0063,SELL029,2024-03-11,2024-03-12,Delivered,463018.78
ORD00177,CUST0063,SELL013,2023-11-12,,Returned,
ORD00178,CUST0063,SELL022,2023-07-15,2023-07-16,Delivered,12927.06
ORD00179,CUST0063,SELL034,2024-04-04,2024-04-06,Delivered,
ORD00180,CUST0063,SELL038,2023-02-08,,Cancelled,59973.83
ORD00181,CUST0063,SELL070,2024-04-29,2024-05-02,Delivered,
ORD00182,CUST0064,SELL085,2024-08-23,,Shipped,91816.72
ORD00183,CUST0064,SELL090,2024-11-15,2024-11-20,Delivered,1118704.60
ORD00184,CUST0065,SELL036,2024-12-18,2024-12-22,Delivered,1110784.70
ORD00185,CUST0066,SELL073,2024-10-24,,Processing,673130.69
ORD00186,CUST0066,SELL038,2024-10-07,2024-10-10,Delivered,68811.36
ORD00187,CUST0066,SELL056,2024-09-05,2024-09-07,Delivered,279610.57
ORD00188,CUST0067,SELL072,2024-12-30,,Shipped,47284.02
ORD00189,CUST0067,SELL011,2024-09-02,,Cancelled,1030921.60
ORD00190,CUST0067,SELL013,2024-12-16,2024-12-20,Delivered,205354.87
ORD00191,CUST0068,SELL060,2023-10-30,2023-11-05,Delivered,11170.68
ORD00192,CUST0069,SELL055,2024-12-14,2024-12-17,Delivered,51341.16
ORD00193,CUST0069,SELL039,2024-11-07,,Cancelled,695585.15
ORD00194,CUST0069,SELL086,2024-12-23,2024-12-27,Delivered,1633.04
ORD00195,CUST0069,SELL084,2024-11-16,,Processing,80751.63
ORD00196,CUST0069,SELL075,2024-12-24,2024-12-30,Delivered,1906549.00
ORD00197,CUST0071,SELL001,2023-10-04,2023-10-07,Delivered,1106566.77
ORD00198,CUST0071,SELL004,2024-01-07,2024-01-11,Delivered,637741.33
ORD00199,CUST0071,SELL070,2023-12-25,,Processing,46351.50
ORD00200,CUST0071,SELL085,2023-05-21,2023-05-28,Delivered,15864.45
ORD00201,CUST0071,SELL076,2024-02-19,,Returned,57410.72
ORD00202,CUST0071,SELL016,2023-09-27,2023-10-01,Delivered,415783.66
ORD00203,CUST0071,SELL060,2024-04-26,,Shipped,587515.04
ORD00204,CUST0071,SELL023,2024-06-01,,Cancelled,476355.70
ORD00205,CUST0072,SELL049,2024-08-09,2024-08-18,Delivered,184222.10
ORD00206,CUST0073,SELL014,2024-12-07,2024-12-13,Delivered,207195.58
ORD00207,CUST0073,SELL054,2024-12-25,,Shipped,1839733.68
ORD00208,CUST0075,SELL074,2024-10-26,2024-11-01,Delivered,463513.16
ORD00209,CUST0076,SELL025,2024-12-05,,Cancelled,337113.25
ORD00210,CUST0076,SELL053,2024-12-25,2025-01-01,Delivered,1046114.96
ORD00211,CUST0076,SELL065,2024-10-04,,Processing,9870.56
ORD00212,CUST0076,SELL017,2024-12-20,2024-12-21,Delivered,97186.64
ORD00213,CUST0076,SELL038,2024-07-07,,Processing,1098722.46
ORD00214,CUST0076,SELL052,2024-10-14,,Cancelled,135390.93
ORD00215,CUST0077,SELL043,2024-09-27,2024-10-03,Delivered,1067633.73
ORD00216,CUST0077,SELL054,2024-04-25,2024-04-29,Delivered,104715.98
ORD00217,CUST0077,SELL084,2024-12-17,,Cancelled,
ORD00218,CUST0080,SELL049,2024-09-16,,Cancelled,292099.16
ORD00219,CUST0080,SELL071,2024-08-21,,Returned,9270.30
ORD00220,CUST0080,SELL056,2024-08-05,2024-08-08,Delivered,1821077.11
ORD00221,CUST0080,SELL008,2024-12-12,,Returned,122096.40
ORD00222,CUST0080,SELL032,2024-07-31,,Cancelled,318265.38
ORD00223,CUST0081,SELL047,2024-03-02,2024-03-05,Delivered,81177.59
ORD00224,CUST0081,SELL080,2024-06-08,,Returned,840715.87
ORD00225,CUST0081,SELL019,2024-02-26,2024-03-03,Delivered,68706.68
ORD00226,CUST0081,SELL005,2024-01-08,2024-01-15,Delivered,340737.24
ORD00227,CUST0081,SELL050,2024-04-01,,Processing,123624.12
ORD00228,CUST0081,SELL085,2024-10-13,2024-10-14,Delivered,19060.11
ORD00229,CUST0081,SELL034,2024-12-01,,Shipped,1313680.59
ORD00230,CUST0081,SELL071,2024-11-30,2024-12-01,Delivered,18140.90
ORD00231,CUST0082,SELL060,2024-09-18,2024-09-22,Delivered,299658.88
ORD00232,CUST0082,SELL005,2024-05-27,2024-05-31,Delivered,114557.57
ORD00233,CUST0082,SELL057,2024-05-11,,Processing,114669.90
ORD00234,CUST0083,SELL036,2024-10-15,2024-10-16,Delivered,869814.44
ORD00235,CUST0083,SELL084,2024-08-09,,Processing,35594.97
ORD00236,CUST0083,SELL006,2024-10-23,,Cancelled,1007027.79
ORD00237,CUST0083,SELL077,2024-11-18,,Returned,6299.62
ORD00238,CUST0083,SELL074,2024-07-22,2024-07-25,Delivered,2985.64
ORD00239,CUST0083,SELL047,2024-08-08,2024-08-13,Delivered,8185.56
ORD00240,CUST0084,SELL076,2024-09-24,2024-09-26,Delivered,210685.32
ORD00241,CUST0084,SELL045,2024-10-30,,Processing,336109.81
ORD00242,CUST0084,SELL069,2024-11-09,,Returned,164002.60
ORD00243,CUST0084,SELL043,2024-11-16,2024-11-18,Delivered,34836.28
ORD00244,CUST0086,SELL053,2024-11-21,,Shipped,318844.35
ORD00245,CUST0087,SELL030,2024-01-12,2024-01-21,Delivered,87303.72
ORD00246,CUST0088,SELL053,2024-02-09,2024-02-10,Delivered,
ORD00247,CUST0088,SELL071,2023-06-28,2023-07-05,Delivered,125704.93
ORD00248,CUST0088,SELL068,2023-07-10,,Cancelled,216361.45
ORD00249,CUST0088,SELL079,2024-02-04,,Cancelled,321716.92
ORD00250,CUST0089,SELL056,2024-10-25,,Returned,
ORD00251,CUST0089,SELL066,2024-11-17,,Shipped,199058.95
ORD00252,CUST0090,SELL076,2024-10-26,2024-11-01,Delivered,53834.42
ORD00253,CUST0090,SELL068,2024-12-29,,Cancelled,64767.87
ORD00254,CUST0090,SELL027,2024-05-28,2024-06-03,Delivered,90661.69
ORD00255,CUST0091,SELL037,2024-01-21,,Shipped,250605.03
ORD00256,CUST0091,SELL006,2023-10-13,,Cancelled,395202.86
ORD00257,CUST0092,SELL016,2024-10-08,,Shipped,17150.33
ORD00258,CUST0093,SELL029,2024-02-26,,Processing,653256.02
ORD00259,CUST0093,SELL041,2024-09-29,2024-10-05,Delivered,1008375.05
ORD00260,CUST0093,SELL029,2024-01-01,2024-01-05,Delivered,21046.98
ORD00261,CUST0093,SELL012,2024-01-20,2024-01-26,Delivered,1033526.75
ORD00262,CUST0093,SELL031,2024-03-10,,Returned,42907.29
ORD00263,CUST0094,SELL070,2024-07-08,,Cancelled,464035.78
ORD00264,CUST0094,SELL015,2024-02-11,,Returned,6702.72
ORD00265,CUST0095,SELL063,2024-12-27,,Processing,718503.54
ORD00266,CUST0096,SELL053,2024-09-06,2024-09-14,Delivered,39485.36
ORD00267,CUST0096,SELL044,2024-08-09,2024-08-15,Delivered,1337468.88
ORD00268,CUST0096,SELL015,2024-12-24,2025-01-06,Delivered,1040455.46
ORD00269,CUST0096,SELL067,2024-04-26,,Returned,20387.66
ORD00270,CUST0097,SELL048,2024-12-06,2024-12-10,Delivered,13380.15
ORD00271,CUST0097,SELL068,2024-11-24,,Processing,23732.60
ORD00272,CUST0099,SELL049,2023-12-14,2023-12-17,Delivered,57378.28
ORD00273,CUST0099,SELL078,2024-06-03,2024-06-13,Delivered,688797.69
ORD00274,CUST0099,SELL049,2023-07-16,2023-07-25,Delivered,21686.24
ORD00275,CUST0099,SELL065,2024-08-11,2024-08-21,Delivered,795534.40
ORD00276,CUST0100,SELL004,2024-06-19,2024-06-24,Delivered,189891.12
ORD00277,CUST0100,SELL081,2024-11-03,2024-11-05,Delivered,565928.04
ORD00278,CUST0100,SELL064,2024-12-03,2024-12-10,Delivered,36834.84
ORD00279,CUST0100,SELL053,2024-11-15,,Cancelled,459256.77
ORD00280,CUST0100,SELL011,2024-10-12,,Processing,186735.09
ORD00281,CUST0100,SELL064,2024-06-21,2024-06-25,Delivered,11957.92
ORD00282,CUST0100,SELL016,2024-09-07,2024-09-10,Delivered,163963.66
ORD00283,CUST0101,SELL027,2024-02-21,,Cancelled,188490.04
ORD00284,CUST0101,SELL061,2023-09-15,2023-09-21,Delivered,24967.78
ORD00285,CUST0101,SELL026,2023-05-05,2023-05-07,Delivered,21301.38
ORD00286,CUST0101,SELL072,2023-10-07,2023-10-13,Delivered,1482049.93
ORD00287,CUST0102,SELL085,2024-09-22,,Cancelled,13912.80
ORD00288,CUST0102,SELL017,2023-11-22,,Cancelled,766746.28
ORD00289,CUST0102,SELL019,2023-10-05,2023-10-09,Delivered,838831.71
ORD00290,CUST0102,SELL057,2023-07-16,,Cancelled,517397.50
ORD00291,CUST0102,SELL061,2024-04-03,2024-04-11,Delivered,8834.25
ORD00292,CUST0102,SELL082,2023-10-03,,Shipped,65538.61
ORD00293,CUST0102,SELL060,2024-02-17,2024-02-24,Delivered,511280.86
ORD00294,CUST0102,SELL068,2023-03-08,2023-03-15,Delivered,52451.70
ORD00295,CUST0102,SELL002,2023-11-12,,Cancelled,528192.72
ORD00296,CUST0102,SELL074,2023-11-12,2023-11-14,Delivered,95114.76
ORD00297,CUST0105,SELL008,2023-07-21,2023-07-25,Delivered,375751.75
ORD00298,CUST0105,SELL041,2023-05-15,2023-05-28,Delivered,392099.74
ORD00299,CUST0105,SELL011,2023-09-26,,Returned,829768.29
ORD00300,CUST0105,SELL001,2024-06-20,2024-07-04,Delivered,60582.65
ORD00301,CUST0106,SELL024,2024-06-01,2024-06-05,Delivered,1006562.43
ORD00302,CUST0107,SELL017,2024-10-07,2024-10-12,Delivered,72273.39
ORD00303,CUST0107,SELL035,2024-10-16,2024-10-21,Delivered,541298.27
ORD00304,CUST0107,SELL081,2024-11-27,,Cancelled,
ORD00305,CUST0107,SELL027,2024-12-04,2024-12-10,Delivered,23962.00
ORD00306,CUST0107,SELL027,2024-09-17,,Cancelled,23581.39
ORD00307,CUST0107,SELL076,2024-09-29,2024-10-08,Delivered,124012.95
ORD00308,CUST0107,SELL002,2024-09-19,,Returned,4994.97
ORD00309,CUST0107,SELL040,2024-09-29,,Shipped,15371.06
ORD00310,CUST0108,SELL056,2024-09-02,,Cancelled,144597.19
ORD00311,CUST0108,SELL030,2023-02-14,,Shipped,56529.82
ORD00312,CUST0108,SELL077,2024-06-11,2024-06-17,Delivered,517459.78
ORD00313,CUST0110,SELL024,2024-09-22,2024-09-23,Delivered,649434.60
ORD00314,CUST0111,SELL013,2024-11-11,2024-11-14,Delivered,331970.24
ORD00315,CUST0111,SELL050,2024-12-29,,Shipped,156675.92
ORD00316,CUST0111,SELL055,2024-12-24,,Returned,1088264.77
ORD00317,CUST0111,SELL023,2024-11-12,2024-11-17,Delivered,1015340.04
ORD00318,CUST0111,SELL018,2024-11-15,,Returned,1110682.05
ORD00319,CUST0113,SELL062,2024-11-26,,Returned,6970.88
ORD00320,CUST0114,SELL045,2024-07-29,,Processing,41523.39
ORD00321,CUST0114,SELL002,2024-06-17,,Returned,26705.28
ORD00322,CUST0114,SELL058,2024-02-01,,Cancelled,337557.54
ORD00323,CUST0114,SELL050,2024-07-08,,Cancelled,409347.26
ORD00324,CUST0114,SELL037,2024-07-23,2024-07-27,Delivered,20703.44
ORD00325,CUST0114,SELL044,2024-11-19,2024-11-23,Delivered,1024046.49
ORD00326,CUST0115,SELL077,2024-01-29,,Returned,1697623.25
ORD00327,CUST0115,SELL017,2023-10-12,,Cancelled,136758.96
ORD00328,CUST0116,SELL006,2024-10-01,,Cancelled,44052.51
ORD00329,CUST0116,SELL044,2023-07-26,2023-07-29,Delivered,1056588.38
ORD00330,CUST0116,SELL079,2024-11-18,2024-11-24,Delivered,237701.88
ORD00331,CUST0116,SELL036,2024-07-04,2024-07-08,Delivered,
ORD00332,CUST0116,SELL085,2023-05-03,,Processing,8076.20
ORD00333,CUST0116,SELL003,2024-03-04,2024-03-09,Delivered,1038583.27
ORD00334,CUST0117,SELL002,2024-11-16,,Shipped,20108.16
ORD00335,CUST0117,SELL087,2024-11-28,2024-12-02,Delivered,11561.20
ORD00336,CUST0117,SELL072,2024-04-27,,Returned,499346.99
ORD00337,CUST0118,SELL037,2024-09-04,2024-09-07,Delivered,118777.43
ORD00338,CUST0119,SELL015,2023-11-08,2023-11-10,Delivered,835660.76
ORD00339,CUST0119,SELL036,2024-04-21,,Shipped,17418.14
ORD00340,CUST0119,SELL041,2024-08-09,,Processing,47474.30
ORD00341,CUST0119,SELL021,2024-11-15,,Shipped,
ORD00342,CUST0119,SELL054,2024-07-13,,Returned,456035.22
ORD00343,CUST0119,SELL053,2024-07-22,,Cancelled,173734.16
ORD00344,CUST0120,SELL021,2024-10-13,,Processing,249821.66
ORD00345,CUST0120,SELL059,2024-09-01,2024-09-10,Delivered,12341.62
ORD00346,CUST0120,SELL078,2024-12-31,,Returned,75091.84
ORD00347,CUST0121,SELL034,2024-05-19,2024-05-28,Delivered,1135166.90
ORD00348,CUST0122,SELL081,2024-04-13,2024-04-24,Delivered,80565.33
ORD00349,CUST0122,SELL015,2024-08-01,,Processing,564062.64
ORD00350,CUST0122,SELL059,2024-09-02,,Returned,259667.35
ORD00351,CUST0122,SELL019,2024-08-09,2024-08-14,Delivered,905369.04
ORD00352,CUST0123,SELL040,2023-11-14,,Cancelled,62889.22
ORD00353,CUST0123,SELL004,2024-03-08,2024-03-13,Delivered,1747386.06
ORD00354,CUST0123,SELL076,2024-02-17,,Returned,681549.77
ORD00355,CUST0123,SELL009,2023-09-01,,Returned,34967.80
ORD00356,CUST0123,SELL016,2024-09-26,,Returned,112340.05
ORD00357,CUST0123,SELL068,2024-10-28,,Returned,
ORD00358,CUST0123,SELL011,2024-10-31,,Returned,534672.17
ORD00359,CUST0123,SELL012,2024-01-08,,Cancelled,785948.40
ORD00360,CUST0123,SELL069,2024-06-17,2024-06-20,Delivered,579273.29
ORD00361,CUST0123,SELL039,2024-06-21,2024-06-30,Delivered,81869.66
ORD00362,CUST0124,SELL077,2024-11-23,,Processing,423407.40
ORD00363,CUST0124,SELL069,2024-12-18,2024-12-25,Delivered,58042.90
ORD00364,CUST0124,SELL024,2024-11-14,,Shipped,61242.36
ORD00365,CUST0124,SELL013,2024-12-04,,Returned,299455.34
ORD00366,CUST0124,SELL014,2024-12-26,,Cancelled,393687.16
ORD00367,CUST0126,SELL061,2024-03-31,2024-04-10,Delivered,71357.08
ORD00368,CUST0126,SELL043,2024-06-14,2024-06-20,Delivered,
