review_id,product_id,customer_id,order_id,rating,review_date
REV00042,PROD0166,CUST0058,ORD00155,1,2024-08-29
REV00043,PROD0034,CUST0058,ORD00157,5,2024-03-22
REV00044,PROD0232,CUST0059,ORD00159,5,2024-11-05
REV00045,PROD0009,CUST0059,ORD00161,5,2024-08-03
REV00046,PROD0195,CUST0061,ORD00165,4,2024-07-24
REV00047,PROD0212,CUST0061,ORD00166,4,2024-12-12
REV00048,PROD0097,CUST0061,ORD00170,5,2024-08-13
REV00049,PROD0196,CUST0062,ORD00173,3,2024-05-25
REV00050,PROD0088,CUST0063,ORD00179,4,2024-04-12
REV00051,PROD0185,CUST0064,ORD00183,5,2024-11-27
REV00052,PROD0022,CUST0065,ORD00184,5,2024-12-25
REV00053,PROD0001,CUST0066,ORD00187,2,2024-09-10
REV00054,PROD0155,CUST0067,ORD00190,5,2024-12-18
REV00055,PROD0266,CUST0069,ORD00194,4,2024-12-31
REV00056,PROD0028,CUST0069,ORD00196,5,2024-12-28
REV00057,PROD0035,CUST0071,ORD00197,3,2023-10-07
REV00058,PROD0093,CUST0072,ORD00205,5,2024-08-23
REV00059,PROD0130,CUST0075,ORD00208,4,2024-11-05
REV00060,PROD0037,CUST0076,ORD00210,5,2024-12-31
REV00061,PROD0169,CUST0077,ORD00215,4,2024-10-11
REV00062,PROD0121,CUST0081,ORD00225,4,2024-03-10
REV00063,PROD0278,CUST0081,ORD00228,4,2024-10-16
REV00064,PROD0148,CUST0081,ORD00230,5,2024-12-02
REV00065,PROD0186,CUST0082,ORD00232,5,2024-06-09
REV00066,PROD0226,CUST0083,ORD00234,5,2024-10-22
REV00067,PROD0209,CUST0083,ORD00239,5,2024-08-14
REV00068,PROD0109,CUST0084,ORD00240,4,2024-10-05
REV00069,PROD0276,CUST0087,ORD00245,4,2024-01-25
REV00070,PROD0161,CUST0090,ORD00254,3,2024-06-02
REV00071,PROD0136,CUST0093,ORD00260,5,2024-01-02
REV00072,PROD0223,CUST0093,ORD00261,2,2024-01-29
REV00073,PROD0048,CUST0099,ORD00274,4,2023-07-26
REV00074,PROD0009,CUST0099,ORD00275,1,2024-08-20
REV00075,PROD0119,CUST0100,ORD00276,5,2024-06-21
REV00076,PROD0160,CUST0100,ORD00278,4,2024-12-16
REV00077,PROD0269,CUST0100,ORD00281,3,2024-07-03
REV00078,PROD0235,CUST0101,ORD00285,3,2023-05-08
REV00079,PROD0001,CUST0102,ORD00289,5,2023-10-06
REV00080,PROD0268,CUST0102,ORD00291,4,2024-04-15
REV00081,PROD0008,CUST0105,ORD00298,4,2023-05-29
REV00082,PROD0180,CUST0105,ORD00300,4,2024-07-03
REV00083,PROD0096,CUST0106,ORD00301,4,2024-06-05
REV00084,PROD0195,CUST0107,ORD00302,3,2024-10-21
REV00085,PROD0258,CUST0107,ORD00305,3,2024-12-18
REV00086,PROD0194,CUST0107,ORD00307,3,2024-10-11
REV00087,PROD0105,CUST0110,ORD00313,4,2024-09-29
REV00088,PROD0202,CUST0111,ORD00314,4,2024-11-22
REV00089,PROD0278,CUST0114,ORD00325,4,2024-11-22
REV00090,PROD0125,CUST0116,ORD00330,1,2024-11-29
REV00091,PROD0033,CUST0116,ORD00333,4,2024-03-13
REV00092,PROD0207,CUST0117,ORD00335,5,2024-12-05
REV00093,PROD0082,CUST0119,ORD00338,2,2023-11-16
REV00094,PROD0274,CUST0121,ORD00347,4,2024-05-25
REV00095,PROD0156,CUST0123,ORD00353,5,2024-03-21
REV00096,PROD0101,CUST0123,ORD00360,1,2024-06-20
REV00097,PROD0141,CUST0124,ORD00363,5,2024-12-24
REV00098,PROD0214,CUST0126,ORD00367,5,2024-04-09
REV00099,PROD0158,CUST0126,ORD00368,3,2024-06-27
REV00100,PROD0193,CUST0127,ORD00372,4,2024-11-22
REV00101,PROD0112,CUST0129,ORD00385,5,2024-12-14
REV00102,PROD0106,CUST0129,ORD00386,2,2024-12-08
REV00103,PROD0182,CUST0130,ORD00389,5,2024-11-30
REV00104,PROD0242,CUST0130,ORD00390,5,2024-12-21
REV00105,PROD0266,CUST0130,ORD00391,4,2024-10-15
REV00106,PROD0241,CUST0131,ORD00394,5,2024-10-03
REV00107,PROD0087,CUST0131,ORD00395,4,2024-06-10
REV00108,PROD0154,CUST0134,ORD00409,4,2024-02-04
REV00109,PROD0153,CUST0135,ORD00413,5,2024-11-11
REV00110,PROD0129,CUST0137,ORD00416,4,2024-11-10
REV00111,PROD0050,CUST0139,ORD00433,2,2023-06-21
REV00112,PROD0043,CUST0145,ORD00450,5,2024-11-16
REV00113,PROD0261,CUST0145,ORD00453,5,2024-11-17
REV00114,PROD0190,CUST0148,ORD00460,5,2024-11-20
REV00115,PROD0185,CUST0149,ORD00468,5,2024-06-25
REV00116,PROD0208,CUST0149,ORD00470,3,2024-06-27
REV00117,PROD0212,CUST0150,ORD00472,4,2024-05-31
REV00118,PROD0052,CUST0152,ORD00477,4,2024-07-01
REV00119,PROD0241,CUST0152,ORD00478,3,2024-02-15
REV00120,PROD0182,CUST0152,ORD00481,4,2024-10-27
REV00121,PROD0013,CUST0152,ORD00482,5,2024-04-02
REV00122,PROD0007,CUST0156,ORD00494,2,2024-12-26
REV00123,PROD0088,CUST0157,ORD00496,4,2024-09-09
REV00124,PROD0238,CUST0157,ORD00497,1,2024-11-18
REV00125,PROD0143,CUST0158,ORD00500,4,2024-01-11
REV00126,PROD0252,CUST0158,ORD00502,3,2024-07-28
REV00127,PROD0100,CUST0159,ORD00505,3,2024-10-02
REV00128,PROD0049,CUST0159,ORD00506,3,2024-01-10
REV00129,PROD0009,CUST0162,ORD00513,5,2024-11-23
REV00130,PROD0106,CUST0163,ORD00525,3,2024-09-08
REV00131,PROD0098,CUST0165,ORD00527,3,2023-06-21
REV00132,PROD0079,CUST0169,ORD00529,4,2024-01-12
REV00133,PROD0007,CUST0169,ORD00530,5,2023-05-11
REV00134,PROD0184,CUST0170,ORD00535,3,2024-11-24
REV00135,PROD0060,CUST0171,ORD00538,1,2023-12-25
REV00136,PROD0184,CUST0171,ORD00542,4,2024-12-09
REV00137,PROD0233,CUST0173,ORD00545,1,2024-11-14
REV00138,PROD0232,CUST0174,ORD00548,3,2024-12-24
REV00139,PROD0040,CUST0174,ORD00549,3,2024-12-19
REV00140,PROD0044,CUST0175,ORD00563,5,2024-12-24
REV00141,PROD0136,CUST0178,ORD00567,4,2024-04-11
REV00142,PROD0201,CUST0178,ORD00570,5,2024-05-08
REV00143,PROD0036,CUST0181,ORD00573,3,2024-06-13
REV00144,PROD0198,CUST0183,ORD00578,3,2024-02-06
REV00145,PROD0269,CUST0183,ORD00580,4,2024-03-24
REV00146,PROD0207,CUST0183,ORD00581,2,2024-01-25
REV00147,PROD0252,CUST0183,ORD00583,4,2023-07-19
REV00148,PROD0096,CUST0185,ORD00586,4,2024-11-17
REV00149,PROD0121,CUST0187,ORD00587,3,2024-11-29
REV00150,PROD0196,CUST0188,ORD00593,1,2024-05-14
REV00151,PROD0267,CUST0190,ORD00598,4,2024-12-19
REV00152,PROD0260,CUST0190,ORD00600,4,2024-12-10
REV00153,PROD0078,CUST0190,ORD00602,1,2024-11-01
REV00154,PROD0161,CUST0193,ORD00608,5,2023-10-04
REV00155,PROD0270,CUST0196,ORD00615,5,2024-10-12
REV00156,PROD0255,CUST0196,ORD00616,5,2024-02-11
REV00157,PROD0038,CUST0198,ORD00619,5,2024-11-13
REV00158,PROD0143,CUST0198,ORD00624,2,2024-11-25
REV00159,PROD0002,CUST0198,ORD00625,2,2024-12-25
REV00160,PROD0098,CUST0200,ORD00639,1,2024-06-12
REV00161,PROD0049,CUST0203,ORD00648,5,2024-12-02
REV00162,PROD0127,CUST0203,ORD00649,4,2024-09-12
REV00163,PROD0096,CUST0207,ORD00665,5,2024-11-23
REV00164,PROD0117,CUST0207,ORD00667,2,2024-04-23
REV00165,PROD0023,CUST0207,ORD00668,2,2023-07-28
REV00166,PROD0004,CUST0209,ORD00671,4,2024-04-09
REV00167,PROD0154,CUST0209,ORD00675,5,2024-02-08
REV00168,PROD0213,CUST0209,ORD00677,4,2024-02-02
REV00169,PROD0058,CUST0210,ORD00681,1,2024-11-03
REV00170,PROD0016,CUST0211,ORD00685,4,2024-01-14
REV00171,PROD0192,CUST0212,ORD00699,5,2024-09-08
REV00172,PROD0019,CUST0216,ORD00712,2,2024-10-02
REV00173,PROD0109,CUST0217,ORD00716,3,2024-09-05
REV00174,PROD0074,CUST0217,ORD00718,3,2024-09-25
REV00176,PROD0012,CUST0220,ORD00726,4,2024-08-28
REV00177,PROD0223,CUST0220,ORD00730,4,2023-11-21
REV00178,PROD0008,CUST0220,ORD00731,4,2024-07-05
REV00179,PROD0268,CUST0221,ORD00736,5,2024-01-29
REV00180,PROD0030,CUST0221,ORD00737,4,2024-09-08
REV00181,PROD0088,CUST0222,ORD00740,5,2024-01-16
REV00182,PROD0193,CUST0223,ORD00742,2,2024-05-08
REV00183,PROD0087,CUST0223,ORD00743,2,2024-12-31
REV00184,PROD0082,CUST0223,ORD00751,1,2023-12-08
REV00185,PROD0047,CUST0225,ORD00757,4,2024-08-03
REV00186,PROD0094,CUST0227,ORD00763,4,2024-12-24
REV00187,PROD0157,CUST0228,ORD00768,4,2024-12-31
REV00188,PROD0046,CUST0228,ORD00770,3,2024-10-08
REV00189,PROD0110,CUST0229,ORD00771,3,2024-03-07
REV00190,PROD0182,CUST0229,ORD00773,2,2024-03-09
REV00191,PROD0119,CUST0231,ORD00779,4,2024-05-07
REV00192,PROD0213,CUST0232,ORD00786,4,2024-10-26
REV00193,PROD0240,CUST0236,ORD00796,4,2024-06-21
REV00194,PROD0266,CUST0236,ORD00797,4,2024-06-30
REV00195,PROD0013,CUST0238,ORD00802,4,2024-12-06
REV00196,PROD0213,CUST0238,ORD00803,5,2024-12-31
REV00197,PROD0059,CUST0238,ORD00805,4,2024-12-31
REV00198,PROD0093,CUST0238,ORD00806,5,2024-12-07
REV00199,PROD0271,CUST0238,ORD00807,4,2024-12-31
REV00200,PROD0155,CUST0238,ORD00808,4,2024-12-22
REV00201,PROD0203,CUST0238,ORD00809,5,2024-12-29
REV00202,PROD0277,CUST0244,ORD00812,5,2024-12-18
REV00203,PROD0086,CUST0244,ORD00814,4,2024-12-22
REV00204,PROD0065,CUST0245,ORD00815,2,2024-05-26
REV00205,PROD0114,CUST0245,ORD00816,5,2024-06-10
REV00206,PROD0023,CUST0245,ORD00819,5,2024-12-12
REV00207,PROD0231,CUST0246,ORD00820,3,2023-05-25
REV00208,PROD0272,CUST0247,ORD00823,5,2024-02-28
REV00209,PROD0223,CUST0247,ORD00824,2,2024-08-18
REV00210,PROD0016,CUST0248,ORD00825,5,2024-06-18
REV00211,PROD0071,CUST0248,ORD00827,4,2024-01-16
REV00212,PROD0257,CUST0249,ORD00830,3,2024-11-10
REV00213,PROD0090,CUST0250,ORD00833,5,2024-01-09
REV00214,PROD0110,CUST0250,ORD00835,4,2024-04-30
REV00215,PROD0171,CUST0252,ORD00846,4,2024-05-21
REV00216,PROD0174,CUST0253,ORD00849,3,2024-05-31
REV00217,PROD0022,CUST0254,ORD00851,1,2024-05-01
REV00218,PROD0184,CUST0254,ORD00853,4,2024-02-12
REV00219,PROD0206,CUST0254,ORD00854,3,2024-01-07
REV00220,PROD0220,CUST0254,ORD00855,2,2024-06-19
REV00221,PROD0034,CUST0254,ORD00856,4,2024-10-29
REV00222,PROD0140,CUST0254,ORD00857,4,2024-11-27
REV00223,PROD0276,CUST0255,ORD00862,4,2023-12-30
REV00224,PROD0167,CUST0259,ORD00877,4,2024-09-24
REV00225,PROD0170,CUST0260,ORD00882,2,2023-11-02
REV00226,PROD0185,CUST0261,ORD00884,5,2024-06-06
REV00227,PROD0112,CUST0261,ORD00885,4,2024-09-22
REV00228,PROD0193,CUST0261,ORD00888,1,2024-07-27
REV00229,PROD0201,CUST0261,ORD00890,3,2023-11-19
REV00230,PROD0207,CUST0264,ORD00895,4,2023-10-18
REV00231,PROD0008,CUST0267,ORD00898,3,2024-09-20
REV00232,PROD0249,CUST0267,ORD00901,4,2024-08-28
REV00233,PROD0122,CUST0268,ORD00902,3,2024-11-19
REV00234,PROD0164,CUST0272,ORD00908,3,2024-12-31
REV00235,PROD0010,CUST0272,ORD00909,3,2024-11-09
REV00236,PROD0258,CUST0272,ORD00910,4,2024-12-25
REV00237,PROD0265,CUST0272,ORD00911,5,2024-11-27
REV00238,PROD0151,CUST0273,ORD00917,1,2024-10-18
REV00239,PROD0132,CUST0273,ORD00918,1,2024-09-26
REV00240,PROD0277,CUST0275,ORD00926,5,2024-07-08
REV00241,PROD0043,CUST0275,ORD00929,1,2024-08-10
REV00242,PROD0227,CUST0275,ORD00931,4,2024-10-01
REV00243,PROD0179,CUST0277,ORD00940,3,2024-01-12
REV00244,PROD0055,CUST0277,ORD00941,5,2024-09-05
REV00245,PROD0228,CUST0277,ORD00944,2,2024-04-12
REV00246,PROD0231,CUST0277,ORD00945,2,2023-08-11
REV00247,PROD0181,CUST0278,ORD00948,3,2023-05-16
REV00248,PROD0160,CUST0280,ORD00952,1,2024-10-26
REV00249,PROD0028,CUST0280,ORD00953,4,2024-07-02
REV00250,PROD0080,CUST0280,ORD00954,5,2024-10-13
REV00251,PROD0066,CUST0280,ORD00957,1,2024-07-05
REV00252,PROD0037,CUST0280,ORD00960,3,2024-10-31
REV00253,PROD0030,CUST0281,ORD00972,3,2024-11-13
REV00254,PROD0261,CUST0285,ORD00977,5,2024-04-08
REV00255,PROD0254,CUST0288,ORD00982,5,2024-07-16
REV00256,PROD0144,CUST0289,ORD00983,2,2024-11-11
REV00257,PROD0256,CUST0289,ORD00984,5,2024-07-30
REV00258,PROD0112,CUST0290,ORD00989,4,2024-01-30
REV00259,PROD0091,CUST0290,ORD00990,5,2023-10-15
REV00260,PROD0255,CUST0291,ORD00994,5,2024-12-06
REV00261,PROD0094,CUST0291,ORD00995,5,2024-12-08
REV00262,PROD0073,CUST0292,ORD00997,4,2023-11-13
REV00263,PROD0063,CUST0292,ORD01000,3,2023-07-10
REV00264,PROD0176,CUST0293,ORD01003,5,2024-03-04
REV00265,PROD0165,CUST0293,ORD01004,4,2024-12-31
REV00266,PROD0087,CUST0293,ORD01005,2,2023-04-26
REV00267,PROD0231,CUST0296,ORD01014,4,2024-11-09
REV00268,PROD0126,CUST0297,ORD01015,4,2023-05-26
REV00269,PROD0005,CUST0297,ORD01017,3,2023-11-15
REV00270,PROD0125,CUST0298,ORD01020,5,2024-02-07
REV00271,PROD0246,CUST0299,ORD01023,5,2024-11-15
REV00272,PROD0190,CUST0299,ORD01024,2,2024-12-15
REV00273,PROD0237,CUST0302,ORD01026,4,2024-10-11
REV00274,PROD0150,CUST0302,ORD01030,4,2024-06-15
REV00275,PROD0102,CUST0304,ORD01037,4,2023-11-07
REV00276,PROD0035,CUST0304,ORD01041,3,2024-10-18
REV00277,PROD0076,CUST0305,ORD01045,5,2024-09-14
REV00278,PROD0058,CUST0307,ORD01052,2,2024-11-03
REV00279,PROD0069,CUST0310,ORD01058,4,2024-12-24
REV00280,PROD0166,CUST0310,ORD01059,5,2024-12-31
REV00281,PROD0079,CUST0312,ORD01060,4,2024-04-08
REV00282,PROD0021,CUST0312,ORD01062,3,2024-06-26
REV00283,PROD0145,CUST0313,ORD01067,4,2024-12-31
REV00284,PROD0050,CUST0316,ORD01072,4,2024-11-01
REV00285,PROD0173,CUST0317,ORD01076,4,2023-12-31
REV00286,PROD0039,CUST0317,ORD01077,4,2024-12-31
REV00287,PROD0277,CUST0317,ORD01078,4,2023-11-20
REV00288,PROD0259,CUST0320,ORD01088,4,2024-12-31
REV00289,PROD0207,CUST0324,ORD01094,1,2024-07-06
REV00290,PROD0063,CUST0325,ORD01097,4,2024-05-11
REV00291,PROD0029,CUST0329,ORD01103,4,2024-12-08
REV00292,PROD0246,CUST0332,ORD01117,5,2023-03-30
REV00293,PROD0210,CUST0332,ORD01118,5,2024-02-02
REV00294,PROD0169,CUST0334,ORD01123,5,2023-10-13
REV00295,PROD0114,CUST0335,ORD01127,4,2024-06-20
REV00296,PROD0162,CUST0336,ORD01129,3,2024-07-31
REV00297,PROD0255,CUST0338,ORD01131,5,2024-09-03
REV00298,PROD0267,CUST0343,ORD01136,4,2024-10-15
REV00299,PROD0136,CUST0343,ORD01138,5,2024-07-18
REV00300,PROD0217,CUST0343,ORD01139,2,2024-07-21
REV00301,PROD0163,CUST0343,ORD01140,1,2024-08-23
REV00302,PROD0169,CUST0344,ORD01142,2,2024-12-31
REV00303,PROD0114,CUST0345,ORD01144,5,2024-06-18
REV00304,PROD0015,CUST0346,ORD01150,4,2024-07-27
REV00305,PROD0018,CUST0347,ORD01156,2,2024-07-11
REV00306,PROD0047,CUST0350,ORD01163,5,2023-10-17
REV00307,PROD0066,CUST0350,ORD01167,2,2023-09-12
REV00308,PROD0005,CUST0350,ORD01169,4,2024-05-12
REV00309,PROD0129,CUST0352,ORD01179,4,2024-05-24
REV00310,PROD0045,CUST0353,ORD01186,5,2024-03-28
REV00311,PROD0180,CUST0353,ORD01187,5,2024-05-12
REV00312,PROD0215,CUST0353,ORD01189,5,2024-06-28
REV00313,PROD0248,CUST0356,ORD01194,5,2023-08-29
REV00314,PROD0130,CUST0357,ORD01196,4,2024-05-07
REV00315,PROD0108,CUST0359,ORD01204,5,2024-11-14
REV00316,PROD0182,CUST0359,ORD01205,1,2024-12-23
REV00317,PROD0241,CUST0361,ORD01208,5,2024-03-28
REV00318,PROD0055,CUST0361,ORD01210,2,2024-05-28
REV00319,PROD0203,CUST0363,ORD01212,2,2024-12-20
REV00320,PROD0005,CUST0363,ORD01216,5,2024-12-06
REV00321,PROD0253,CUST0366,ORD01222,4,2023-06-11
REV00322,PROD0186,CUST0366,ORD01225,1,2024-05-24
REV00323,PROD0165,CUST0370,ORD01234,5,2024-12-25
REV00324,PROD0219,CUST0370,ORD01238,3,2024-09-15
REV00325,PROD0144,CUST0370,ORD01243,3,2024-09-25
REV00326,PROD0012,CUST0371,ORD01249,5,2024-02-10
REV00327,PROD0143,CUST0377,ORD01258,3,2024-04-24
REV00328,PROD0118,CUST0377,ORD01260,5,2024-11-02
REV00329,PROD0078,CUST0377,ORD01261,3,2024-08-08
REV00330,PROD0054,CUST0378,ORD01264,4,2024-04-02
REV00331,PROD0253,CUST0379,ORD01267,3,2024-01-05
REV00332,PROD0111,CUST0381,ORD01272,4,2024-04-28
REV00333,PROD0180,CUST0381,ORD01273,5,2024-06-20
REV00334,PROD0210,CUST0384,ORD01276,2,2024-03-20
REV00335,PROD0205,CUST0385,ORD01280,3,2024-08-06
REV00336,PROD0071,CUST0386,ORD01284,5,2024-12-25
REV00337,PROD0228,CUST0386,ORD01287,4,2023-09-26
REV00338,PROD0017,CUST0388,ORD01292,3,2024-07-02
REV00339,PROD0232,CUST0389,ORD01294,4,2024-09-01
REV00340,PROD0011,CUST0391,ORD01297,4,2024-06-10
REV00341,PROD0227,CUST0392,ORD01304,5,2024-10-20
REV00342,PROD0252,CUST0392,ORD01306,3,2024-11-20
REV00343,PROD0175,CUST0392,ORD01309,4,2024-07-30
REV00344,PROD0143,CUST0393,ORD01310,3,2024-10-08
REV00345,PROD0022,CUST0394,ORD01313,5,2023-09-20
REV00346,PROD0077,CUST0394,ORD01314,4,2024-11-22
REV00347,PROD0196,CUST0394,ORD01319,4,2024-02-15
REV00348,PROD0193,CUST0394,ORD01322,4,2024-09-01
REV00349,PROD0102,CUST0396,ORD01326,5,2024-06-07
REV00350,PROD0165,CUST0396,ORD01330,1,2024-05-16
REV00351,PROD0268,CUST0398,ORD01331,4,2023-06-01
REV00352,PROD0279,CUST0398,ORD01334,5,2023-06-01
REV00353,PROD0082,CUST0398,ORD01335,4,2024-11-22
REV00354,PROD0066,CUST0401,ORD01345,2,2024-12-14
REV00355,PROD0086,CUST0402,ORD01347,5,2024-05-01
REV00356,PROD0146,CUST0402,ORD01350,5,2024-06-06
REV00357,PROD0105,CUST0403,ORD01354,5,2024-08-16
REV00358,PROD0258,CUST0403,ORD01355,4,2024-05-14
REV00359,PROD0022,CUST0407,ORD01364,5,2024-09-01
REV00360,PROD0005,CUST0407,ORD01365,3,2023-12-20
REV00361,PROD0188,CUST0407,ORD01367,4,2024-12-06
REV00362,PROD0238,CUST0407,ORD01368,5,2024-07-07
REV00363,PROD0062,CUST0407,ORD01370,3,2024-06-05
REV00364,PROD0217,CUST0408,ORD01372,4,2024-06-11
REV00365,PROD0118,CUST0409,ORD01374,3,2024-12-16
REV00366,PROD0269,CUST0409,ORD01377,4,2024-12-11
REV00367,PROD0203,CUST0410,ORD01382,4,2024-02-02
REV00368,PROD0018,CUST0412,ORD01389,1,2023-11-17
REV00369,PROD0122,CUST0412,ORD01390,4,2024-11-24
REV00370,PROD0148,CUST0412,ORD01391,4,2024-03-20
REV00371,PROD0081,CUST0414,ORD01397,1,2024-11-11
REV00372,PROD0166,CUST0416,ORD01405,3,2023-11-07
REV00373,PROD0027,CUST0417,ORD01407,1,2024-10-05
REV00374,PROD0129,CUST0418,ORD01416,4,2024-07-28
REV00375,PROD0072,CUST0419,ORD01417,5,2023-09-12
REV00376,PROD0185,CUST0419,ORD01421,3,2024-01-17
REV00377,PROD0002,CUST0419,ORD01422,1,2024-11-15
REV00378,PROD0240,CUST0421,ORD01423,4,2024-04-28
REV00379,PROD0216,CUST0421,ORD01424,3,2024-08-04
REV00380,PROD0140,CUST0421,ORD01426,4,2024-08-01
REV00381,PROD0227,CUST0421,ORD01430,3,2024-01-18
REV00382,PROD0056,CUST0422,ORD01431,5,2024-05-10
REV00383,PROD0119,CUST0422,ORD01434,4,2023-11-09
REV00384,PROD0116,CUST0422,ORD01436,4,2024-04-09
REV00385,PROD0166,CUST0422,ORD01437,3,2024-10-22
REV00386,PROD0114,CUST0423,ORD01438,5,2023-12-16
REV00387,PROD0061,CUST0425,ORD01443,5,2024-08-09
REV00388,PROD0046,CUST0426,ORD01445,3,2024-12-14
REV00389,PROD0033,CUST0427,ORD01449,1,2024-11-26
REV00390,PROD0147,CUST0427,ORD01450,4,2023-08-23
REV00391,PROD0016,CUST0427,ORD01453,5,2023-07-29
REV00392,PROD0197,CUST0429,ORD01460,5,2024-06-13
REV00393,PROD0131,CUST0429,ORD01463,5,2024-06-20
REV00394,PROD0185,CUST0430,ORD01464,5,2024-08-23
REV00395,PROD0102,CUST0430,ORD01465,5,2024-09-06
REV00396,PROD0100,CUST0434,ORD01472,4,2024-12-31
REV00397,PROD0039,CUST0435,ORD01474,4,2023-04-13
REV00398,PROD0048,CUST0437,ORD01482,5,2024-08-28
REV00399,PROD0101,CUST0440,ORD01493,4,2024-11-22
REV00400,PROD0018,CUST0444,ORD01498,4,2023-10-09
REV00401,PROD0020,CUST0444,ORD01500,5,2024-03-05
REV00402,PROD0164,CUST0445,ORD01503,5,2024-03-03
REV00403,PROD0166,CUST0445,ORD01504,4,2023-07-17
REV00404,PROD0110,CUST0446,ORD01507,2,2024-05-05
REV00405,PROD0123,CUST0446,ORD01508,3,2024-11-07
REV00406,PROD0255,CUST0446,ORD01511,4,2024-06-17
REV00407,PROD0043,CUST0449,ORD01516,5,2023-06-13
REV00408,PROD0117,CUST0451,ORD01527,3,2024-03-06
REV00409,PROD0129,CUST0451,ORD01528,5,2023-12-13
REV00410,PROD0115,CUST0452,ORD01532,4,2023-09-26
REV00411,PROD0144,CUST0452,ORD01533,4,2023-08-31
REV00412,PROD0110,CUST0453,ORD01539,5,2024-11-06
REV00413,PROD0119,CUST0455,ORD01544,4,2024-10-08
REV00414,PROD0144,CUST0455,ORD01547,4,2024-10-23
REV00415,PROD0220,CUST0458,ORD01550,3,2024-11-30
REV00416,PROD0177,CUST0460,ORD01561,4,2024-12-29
REV00417,PROD0111,CUST0461,ORD01566,1,2024-12-12
REV00418,PROD0101,CUST0462,ORD01571,1,2024-08-05
REV00419,PROD0071,CUST0462,ORD01572,1,2024-12-19
REV00420,PROD0130,CUST0462,ORD01573,2,2024-12-19
REV00421,PROD0032,CUST0464,ORD01579,5,2023-08-02
REV00422,PROD0057,CUST0464,ORD01582,3,2023-07-04
REV00423,PROD0179,CUST0468,ORD01586,5,2024-12-12
REV00424,PROD0261,CUST0468,ORD01587,5,2024-12-12
REV00425,PROD0035,CUST0468,ORD01588,4,2024-12-03
REV00426,PROD0197,CUST0469,ORD01590,4,2024-05-16
REV00427,PROD0241,CUST0472,ORD01596,4,2023-12-26
REV00428,PROD0207,CUST0472,ORD01597,5,2024-07-28
REV00429,PROD0133,CUST0473,ORD01600,2,2024-12-27
REV00430,PROD0259,CUST0475,ORD01605,2,2024-12-14
REV00431,PROD0214,CUST0478,ORD01612,5,2024-12-31
REV00432,PROD0204,CUST0479,ORD01617,5,2024-12-09
REV00433,PROD0006,CUST0480,ORD01619,5,2024-06-19
REV00434,PROD0001,CUST0481,ORD01620,4,2024-04-10
REV00435,PROD0097,CUST0481,ORD01622,5,2024-07-31
REV00436,PROD0226,CUST0481,ORD01623,5,2023-06-09
REV00437,PROD0072,CUST0481,ORD01624,3,2024-04-28
